text,category,subcategory,language,is_sarcastic
Bunch of loose wires lying on the pavement near Saket Metro station. Very risky for pedestrians during rains.,electrical_infrastructure,loose_municipal_wires,English,No
Open sewer in Mukherjee Nagar is a breeding ground. We need an urgent fogging drive in the area.,public_health_risks,lack_of_fogging_spraying,English,No
Subhash Nagar me horse cart slow speed se chal kar pura lane block karta hai.,animal_related_issues,horse_animal_cart_obstruction,Hinglish,No
Kirti Nagar park me exhibition stalls ne green lawn damage kar diya.,green_and_urban_ecology,unauthorized_park_usage_events,Hinglish,No
Thanks @MCD_Delhi for the free 'Underground Tour' in Dwarka! This open manhole is a great entrance to the sewers.,municipal_traffic_obstruction,open_manhole_on_main_road,English,Yes
Severe risk in Malviya Nagar market as branches are intertwined with high-voltage wires. Horticulture dept please act.,green_and_urban_ecology,overgrown_branches_touching_wires,English,No
विकासपुरी के ब्लॉक जे में कचरा घर पूरी तरह भर चुका है और सड़क पर फैल रहा है। @MCD_Delhi ध्यान दें।,sanitation_and_waste,garbage_not_collected,Hindi,No
चाँदनी चौक ki galiyon mein girti tree ne traffic aur pedestrian problem barh दी है. @MCD_Delhi ध्यान दें।,municipal_traffic_obstruction,fallen_tree_blocking_road,Hindi,No
MCD has successfully turned our street in Pitampura into a woodcutting camp. Just that no one is cutting it! Great job.,infrastructure_failures,fallen_tree_blocking_road,English,Yes
गुरु तेग बहादुर रोड par khula manhole ke chakkar mein traffic aur pedestrian struggle कर रहे हैं।,municipal_traffic_obstruction,open_manhole_on_main_road,Hindi,No
"Serious issue in Malviya Nagar school. Uniforms were promised in July, it's now November and still nothing.",education_and_civic_institutions,lack_of_book_uniform_distribution,English,No
"@MCD_Delhi, thanks for following court orders so diligently in Rohini! Oh wait… you didn’t.",governance,court_order_non_compliance,English,Yes
Patel Nagar mein stray pigs kachre ke sath sath logon ke gharon mein ghus rahe hain. Help! @DelhiCM,animal_related_issues,stray_pig_nuisance,Hinglish,No
Great job MCD! The fallen tree in Mayur Vihar is now a public bench. Your laziness is our comfort. #Delhi,green_and_urban_ecology,fallen_trees_blocking_roads,English,Yes
"Kalkaji extension mein bridge ki railing tooti hai, bachon ke liye bahut bada khatra hai. Please fix it.",infrastructure_failures,damaged_culverts_bridges,Hinglish,No
Karol Bagh ke office me failed school renovation project ka inquiry delay ho raha hai. Residents complain.,governance,inquiry_into_failed_projects,Hinglish,No
"Mukherjee Nagar mein councillor ne promise kiya tha fogging ka, par MCD health dept ne mana kar diya. Coordination kahan hai?",governance,councillor_coordination_failure,Hinglish,No
दिल्ली नगर निगम को बधाई! साकेत की सड़कों पर अब दरारों का जाल बिछाकर 'मॉडर्न आर्ट' दिखाया जा रहा है।,infrastructure_failures,road_surface_issues,Hindi,Yes
Kudos to @MCD_Delhi! Our street in Dwarka is now a VIP dance floor thanks to the community hall's external speakers.,community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
साकेत कोर्ट के पास सड़क के किनारे की पीली पट्टी अब दिखाई नहीं देती। पार्किंग को लेकर रोज़ झगड़े होते हैं।,infrastructure_failures,road_marking_faded,Hindi,No
Wow! Seemapuri me dairy ko tourism spot bana diya gaya hai.,animal_related_issues,illegal_dairies,English,Yes
"Seelampur market electric pole damaged, vehicles careful.",electrical_infrastructure,electric_pole_leaning_damaged,English,No
मॉडल टाउन में आवारा सूअरों की वजह से निवासियों का जीना मुहाल हो गया है। तुरंत कार्रवाई की जाए।,animal_related_issues,stray_pig_nuisance,Hindi,No
Tilak Nagar market mein chalna ek adventure hai. Shop extensions ne rasta block kar rakha hai. Hum kahan jayein?,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
"@MCD_Delhi, Lajpat Nagar ka school ka lunch ab 'dare to eat' experience ban gaya.",education_and_civic_institutions,mid_day_meal_quality_issues,English,Yes
Model Town Phase 2 mein school ke bahar flooding issue.,infrastructure_failures,waterlogging_flooding,Hinglish,No
Yamuna Vihar me ek clinic bina health inspection ke chal raha hai.,public_health_risks,illegal_nursing_homes,Hinglish,No
Rohini Sector 3 me raat ke time tree cutting hui bina permission.,green_and_urban_ecology,tree_cutting_without_permit,Hinglish,No
Rohini me unauthorized basement ki wajah se buildings unsafe hain. Citizens complain.,illegal_construction_and_encroachment,unauthorized_basement_digging,Hinglish,No
"Bhai, ye Karol Bagh hai ya koi mela? Footpath pe chalne ke liye ticket leni padegi kya? Poora block hai stalls se.",municipal_traffic_obstruction,hawker_encroachment_on_footpaths,Hinglish,Yes
Wow! MCD has provided us with free personal trainers in Saket. They chase us every time we carry groceries. Brilliant!,animal_related_issues,monkey_menace,English,Yes
Congratulations @MCD_Delhi! You have the most expensive 'service charges' (bribes) in the whole of Model Town.,governance,bribery_allegations,English,No
Fantastic @MCD_Delhi! GK-1 ke commercial buildings ab 'Parking Misuse Wonderland' ke liye famous ho गए.,illegal_construction_and_encroachment,parking_space_misuse_in_commercial_buildings,English,Yes
मयूर विहार में मच्छर नियंत्रण के उपाय नहीं किए जा रहे।,public_health_risks,lack_of_fogging_spraying,Hindi,No
Shalimar Bagh park me regular mowing nahi ho rahi hai.,green_and_urban_ecology,overgrown_grass,Hinglish,No
Bravo MCD! Vasant Kunj ki main roads ab full cow aur blocked zone ban गए. #DelhiStyle,municipal_traffic_obstruction,cattle_blocking_road,English,Yes
Wow! MCD animal welfare is so efficient that it takes 4 days to pick up an injured calf in Saket. Bravo!,animal_related_issues,animal_cruelty_complaints,English,Yes
Gautam Nagar ki galiyon mein paani jama hai. Machar breeding ground ban gaya hai pura area.,public_health_risks,mosquito_breeding,Hinglish,No
Seelampur area me pipeline leakage se water contamination ho raha hai.,public_health_risks,water_contamination_municipal,Hinglish,No
"@MCD_Delhi, Lajpat Nagar ke roads ab officially 'pedestrian maze'. Truly innovative!",illegal_construction_and_encroachment,road_encroachment_due_to_construction_material,English,Yes
"@MCD_Delhi, GK-2 ke main roads ab open manhole ke chakkar mein adventure zone ban गए.",municipal_traffic_obstruction,open_manhole_on_main_road,English,Yes
Rohini ke contractor payments delay hone ke wajah se pending complaints hai. Citizens upset.,governance,contractor_payment_delays,Hinglish,No
जंगपुरा में निगम स्कूल के खाने में कंकड़-पत्थर बहुत होते हैं। बच्चों के दांतों को खतरा है।,education_and_civic_institutions,mid_day_meal_quality_issues,Hindi,No
पटेल नगर पार्क में घास बहुत ज्यादा बढ़ चुकी है।,green_and_urban_ecology,overgrown_grass,Hindi,No
Hari Nagar gali no 8 mein building owner ne balcony road ke itna upar kar di hai ki poles cover ho gaye hain.,illegal_construction_and_encroachment,balcony_projections_over_road,Hinglish,No
Rohini Sector 7 mein drainage repair ka budget pichle 3 saal se 'Pending' dikha raha hai. Funds kahan ja rahe hain? @DelhiCM,governance,budget_allocation_complaints,Hinglish,No
सुल्तानपुरी की मुख्य सड़क पर 5 फीट गहरा गड्ढा बन गया है क्योंकि सड़क नीचे धंस गई है।,infrastructure_failures,road_sinking_cave_ins,Hindi,No
मयूर विहार पॉकेट 1 के पार्क में पानी की सप्लाई नहीं है। सारे पौधे सूख रहे हैं। कृपया ध्यान दें। @MCD_Delhi,green_and_urban_ecology,park_maintenance_issues,Hindi,No
Burari Sant Nagar area mein drain cleaning pending hai.,infrastructure_failures,drainage_overflow,English,No
Great job MCD! Your councillor in Karol Bagh is busy in rallies while the ward office is busy in sleeping. Perfect sync!,governance,councillor_coordination_failure,English,Yes
Rohini me UPIC me data galat hai. Floor area incorrect hai.,property,incorrect_assessment,Hinglish,No
Adarsh Nagar me dairy animals ko road par hi baandh diya jata hai.,animal_related_issues,illegal_dairies,Hinglish,No
Kalkaji me fish market ka area ganda hai.,public_health_risks,meat_shop_hygiene_violations,Hinglish,No
दिल्ली में डेंगू से हाहाकार मचा है और निगम विज्ञापनों में व्यस्त है। ओखला का हाल देखिए!,public_health_risks,dengue_malaria_risk,Hindi,No
कड़कड़डूमा पार्क में घास की नियमित कटाई नहीं हो रही।,green_and_urban_ecology,overgrown_grass,Hindi,No
Saket ki roads par debris ki wajah se traffic aur pedestrian risk barh गया hai.,municipal_traffic_obstruction,construction_debris_blocking_road,Hinglish,No
Model Town Phase 2 mein divider ke bricks loose aur repair urgent.,infrastructure_failures,divider_damage,Hinglish,No
Model Town ka main road ab sand dump hotspot ban गया. Thanks @MCD_Delhi!,municipal_traffic_obstruction,sand_dumped_on_road,English,Yes
Dwarka Sector 6 main market ke peeche kachre ka dher ban gaya hai. Local shopkeepers are suffering due to the smell.,sanitation_and_waste,black_spots_of_garbage,Hinglish,No
Thanks @MCD_Delhi for the free 'Cow-working space' in Dwarka! They have occupied the whole road. #Sarcasm,animal_related_issues,cattle_on_road,English,Yes
Plastic wrappers and bottles are accumulating in the central park of Karol Bagh. Urgent cleaning and dustbins needed.,sanitation_and_waste,plastic_waste_accumulation,English,No
"@MCD_Delhi, thanks for the 'Royal Treatment' in Karol Bagh! Your staff treated me like a criminal for asking about my file status.",governance,abuse_of_official_power,English,Yes
"Wow, Vasant Vihar ke municipal land ab fully misused aur maze jaisa! Thanks @MCD_Delhi.",illegal_construction_and_encroachment,illegal_parking_lots_on_municipal_land,English,Yes
Badarpur park me security guard available nahi hai.,green_and_urban_ecology,park_maintenance_issues,Hinglish,No
Rohini ke councillors ka coordination fail hone se files abhi tak process nahi hui. Citizens upset.,governance,councillor_coordination_failure,Hinglish,No
ग्रेटर कैलाश 2 के ब्लॉक ई में घर के मलबे और कूड़े का काला धब्बा बन गया है। निगम को यहाँ सफाई अभियान चलाना चाहिए।,sanitation_and_waste,black_spots_of_garbage,Hindi,No
Malviya Nagar main market mein kachre ka dher laga hai. Street dogs are spreading it everywhere. Please act fast.,sanitation_and_waste,garbage_not_collected,Hinglish,No
Bravo @MCD_Delhi! Vasant Kunj ke roads ab drain collapse adventure zone ban गए.,municipal_traffic_obstruction,drain_collapse_blocking_vehicles,English,Yes
Requesting asphalt widening or shoulder filling near Tilak Nagar. The eroded edges are causing accidents.,infrastructure_failures,road_shoulder_erosion,English,No
"@MCD_Delhi, thanks for turning Rohini Municipal School into a jungle! #PoorMaintenance",education_and_civic_institutions,poor_maintenance_of_municipal_schools,English,Yes
MCD has successfully turned Pitampura into a 'Judiciary-Free' zone. They follow only the 'Order of the Envelopes'. Bravo!,governance,court_order_non_compliance,English,Yes
मॉडल टाउन के पार्क में सफाई कर्मचारी हफ्तों से नहीं आए हैं। हर तरफ कूड़े के ढेर लगे हैं।,green_and_urban_ecology,park_maintenance_issues,Hindi,No
"दिल्ली नगर निगम, Lajpat Nagar ke ward meetings abhi tak postpone ho rahe hain. Residents disturb.",governance,ward_meeting_delays,Hindi,No
"दिल्ली नगर निगम, Lajpat Nagar ke basements illegal hain. Residents disturb.",illegal_construction_and_encroachment,unauthorized_basement_digging,Hindi,No
An MCD officer in Dwarka Sector 10 is using a municipal tractor and 4 workers to renovate his own private garden. @MCD_Delhi,governance,abuse_of_official_power,English,No
पीतमपुरा मधुबन चौक पर फुटपाथ पर कूड़ा फेंका जा रहा है। पैदल चलने वालों को बहुत परेशानी हो रही है।,sanitation_and_waste,open_dumping_spots,Hindi,No
"@MCD_Delhi, Karol Bagh ka office ab officially 'ignore failed project experts'. Residents impressed!",governance,inquiry_into_failed_projects,English,Yes
Karol Bagh ke streets me dustbins overflowing. Residents disturbed.,sanitation_and_waste,overflowing_dhalaos_dustbins,Hinglish,No
Tagore Garden ki inner roads pe zebra crossing ka naam-o-nishaan mit gaya hai. Senior citizens are suffering.,infrastructure_failures,road_marking_faded,Hinglish,No
वाह! उत्तम नगर में सड़क चौड़ीकरण का प्रोजेक्ट इतना 'सफल' रहा कि अब पैदल चलने की भी जगह नहीं बची। शुक्रिया निगम।,governance,inquiry_into_failed_projects,Hindi,Yes
"Thanks #DelhiCM, Lajpat Nagar ke roads ab officially 'obstacle courses for pedestrians'. Citizens thrilled!",illegal_construction_and_encroachment,road_encroachment_due_to_construction_material,English,Yes
Non-conforming industrial activity reported in the residential area of Shahdara. This is a direct violation of Zonal Plan 2021.,illegal_construction_and_encroachment,master_plan_violations,English,No
बदरपुर बॉर्डर पर अवैध दुकानों की वजह से हमेशा जाम रहता है। प्रशासन कब जागेगा?,illegal_construction_and_encroachment,illegal_street_vendors,Hindi,No
"Rohini Sector 9 ke footpaths hawkers se fully crowded hain, pedestrian safety aur traffic par impact hai.",municipal_traffic_obstruction,hawker_encroachment_on_footpaths,Hinglish,No
"@MCD_Delhi, Karol Bagh ke ward meetings ab officially 'slowest meeting masters'. Residents impressed!",governance,ward_meeting_delays,English,Yes
क्या @MCD_Delhi ने करोल बाग हॉल को कूड़ेदान घोषित किया है? चारों तरफ कचरा फैला रहता है!,community_and_public_spaces,community_hall_mismanagement,Hindi,Yes
Vikaspuri park me ghaas aur weeds saath me grow ho rahe hain.,green_and_urban_ecology,overgrown_grass,Hinglish,No
Lajpat Nagar ke office ne court order ke baad bhi construction stop nahi kiya. Residents disturb.,governance,court_order_non_compliance,Hinglish,No
Model Town park me mowing machine kaafi time se use nahi hui lagti hai.,green_and_urban_ecology,overgrown_grass,Hinglish,No
"Pitampura ki main road pe ab road nahi, sirf kachra dikhta hai. MCD ne 'Invisible Road' ka concept launch kiya hai.",sanitation_and_waste,open_dumping_spots,Hinglish,Yes
Rohini Sector 9 me 3 din se manual sweeping nahi hui hai. Road pe dust jama ho gaya hai.,sanitation_and_waste,manual_sweeping_not_done,Hinglish,No
"दिल्ली नगर निगम, Lajpat Nagar me pending litigation ke follow-ups abhi tak complete nahi hue. Citizens disturb.",governance,litigation_follow_ups,Hindi,No
Congrats @MCD_Delhi! You’ve successfully turned Pitampura into Venice. The collapsed drain is now our local river.,municipal_traffic_obstruction,drain_collapse_blocking_vehicles,English,Yes
Laxmi Nagar park is now a high-end 'Dust Spa'. My lungs are very grateful to @MCD_Delhi. #Pollution,green_and_urban_ecology,park_maintenance_issues,Hinglish,Yes
Wow @MCD_Delhi! The generator at Janakpuri office makes more noise than a jet engine but provides zero electricity. Talent!,electrical_infrastructure,municipal_generator_failure,English,Yes
साउथ एक्सटेंशन ke school mein bijli aur paani students ke liye problem create kar rahi hai.,education_and_civic_institutions,water_electricity_issues_in_schools,Hindi,No
Janakpuri ke kuch blocks mein hawker encroachment ki wajah se logon ko chalne mein problem ho rahi hai.,illegal_construction_and_encroachment,hawker_encroachment,Hinglish,No
Def Col residents are fed up. The local park is used for private kitty parties every afternoon. No quiet time left.,green_and_urban_ecology,unauthorized_park_usage_events,English,No
दिल्ली नगर निगम को बधाई! करोल बाग को वेनिस बनाने के लिए अब बस नावों की कमी है। #DelhiRain,infrastructure_failures,waterlogging_flooding,Hindi,Yes
Karawal Nagar me dairy waste ko open plot me dump kiya ja raha hai.,animal_related_issues,illegal_dairies,Hinglish,No
Great job MCD! Saket roads now feature live drainage streams.,infrastructure_failures,drainage_overflow,English,Yes
Thank you MCD for the free geology lesson in Rajouri Garden! We can see all the layers of the earth through this cave-in.,infrastructure_failures,road_sinking_cave_ins,English,Yes
"Green Park metro ke bahar bridge cracked, repair urgent.",infrastructure_failures,damaged_culverts_bridges,Hinglish,No
Thanks MCD! Itna innovative system hai ki recycling ka koi chance hi nahi. Sab kuch landfill ready!,sanitation_and_waste,solid_waste_mismanagement,English,Yes
Govindpuri metro ke paas public urination hotspot ban gaya hai.,public_health_risks,public_urination_hotspots,Hinglish,No
"@MCD_Delhi, Karol Bagh ke ward meetings ab officially 'ignore meeting tasks'. Residents impressed!",governance,ward_meeting_delays,English,Yes
"MCD walon, Preet Vihar mein dog catching van kab aayegi? Har din naya bite case aa raha hai. #Delhi",animal_related_issues,stray_dog_menace_bite_cases,Hinglish,No
Lajpat Nagar 2 mein building plan verification ke liye koi inspector hi nahi aaya 15 din se. Time waste peak pe hai.,governance,administrative_lapses,Hinglish,No
वाह! निगम ने मेरी शादी की डेट पर बारात घर को 'मेंटेनेंस' के लिए बंद कर दिया। कार्ड बांटने के बाद ये याद आया?,community_and_public_spaces,barat_ghar_booking_disputes,Hindi,Yes
Fantastic! Vasant Kunj ka hall ab 'nighttime concert arena' ban gaya. @MCD_Delhi,community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
Tilak Nagar ki high mast light barish ke baad se band hai. Lagta hai transformer hi ud gaya.,electrical_infrastructure,high_mast_light_failure,Hinglish,No
Pitampura ki main motor se dhuaan nikal raha tha subah. Kripya koi electrician bhejein jaldi.,infrastructure_failures,water_pump_motor_issues,Hinglish,No
Rohini me mannequins ki wajah se driving space kaafi limited ho gaya.,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,Hinglish,No
South Delhi me renovation waste public park ke bahar dump kiya gaya hai.,sanitation_and_waste,candd_waste_dumping,Hinglish,No
Def Col mein bhi ab ghas ki chanti band ho gayi hai. MCD team ka koi ata-pata nahi hai. Sharam ki baat hai.,green_and_urban_ecology,overgrown_grass,Hinglish,No
Bhai ye Paschim Vihar wala generator hai ya kabaad? Start hote hi poore mohalle mein kaala dhuaan bhar deta hai.,electrical_infrastructure,municipal_generator_failure,Hinglish,Yes
Vasant Kunj ke pass ek purani building ki balcony latak rahi hai. Baarish mein gir sakti hai. @MCD_Delhi please check.,illegal_construction_and_encroachment,dangerous_dilapidated_buildings,Hinglish,No
Thanks Delhi for complimentary mosquito growth in Uttam Nagar coolers.,public_health_risks,stagnant_water_in_coolers_tyres,English,Yes
Palam Chowk me garbage abhi tak utha nahi. Public complain kar rahi hai.,sanitation_and_waste,garbage_not_collected,Hinglish,No
तिलक नगर में बंदरों ने एक बुजुर्ग पर हमला कर दिया। उन्हें अस्पताल ले जाना पड़ा। निगम कब जागेगा? @DelhiCM,animal_related_issues,monkey_menace,Hindi,No
मालवीय नगर पार्क में घास काटने की जरूरत है।,green_and_urban_ecology,overgrown_grass,Hindi,No
"बत्रा सिनेमा के पास मुखर्जी नगर में खुली जगह पर कूड़े का अंबार लगा है। यहाँ हजारों छात्र रहते हैं, कृपया सफाई कराएं।",sanitation_and_waste,black_spots_of_garbage,Hindi,No
"Thanks #DelhiCM, Karol Bagh ke contractor payments ab officially 'slowest payment champions'. Residents impressed!",governance,contractor_payment_delays,English,Yes
Janakpuri Block B roads are showing severe surface cracking. The top layer is peeling off.,infrastructure_failures,road_surface_issues,English,No
Thanks @MCD_Delhi! Lajpat Nagar ki main road ab 'Unauthorized Manhole Olympics' ready. #UrbanFun,municipal_traffic_obstruction,open_manhole_on_main_road,English,Yes
Wow! MCD has invented invisible teachers in Saket. They are on the payroll but never in the classroom. Brilliant!,education_and_civic_institutions,teacher_absenteeism,English,Yes
"Siri Fort area mein ped kaatne ki complaint ki thi 2 din pehle, par tab tak contractor ne kaam khatam kar diya.",green_and_urban_ecology,tree_cutting_without_permit,Hinglish,No
"@MCD_Delhi, Hauz Khas ka municipal hall ab 'VIP price challenge' provide kar raha hai!",community_and_public_spaces,overcharging_for_municipal_halls,English,Yes
Shoutout to the entrepreneur running a 200-car parking lot on a public park in Alaknanda. @MCD_Delhi must be so proud!,illegal_construction_and_encroachment,illegal_parking_lots_on_municipal_land,English,Yes
करोल बाग में सड़कों पर लटकते तारों का जाल बिछा है। @MCD_Delhi क्या किसी बड़े हादसे का इंतज़ार कर रहा है?,electrical_infrastructure,loose_municipal_wires,Hindi,No
निगम के एक क्लर्क ने पीतमपुरा में जन्म प्रमाणपत्र के लिए अपनी 'शक्ति' का उपयोग करके लाइन में लगे लोगों को बाहर निकलवा दिया।,governance,abuse_of_official_power,Hindi,No
Requesting @MCD_Delhi to clear the illegal shop extensions near Green Park market. They have blocked the entire lane.,municipal_traffic_obstruction,road_narrowing_due_to_shop_extension,English,No
Model Town me stray dogs garbage ke paas aggressive behavior dikha rahe hain.,animal_related_issues,stray_dog_menace_bite_cases,Hinglish,No
Karol Bagh me policy implementation delay hone se pending complaints badh gayi. Residents complain.,governance,policy_implementation_delays,Hinglish,No
Wow! Mayur Vihar me cows ko night stay facility road par mil rahi hai.,animal_related_issues,cattle_on_road,English,Yes
तिलक नगर में पक्षियों को रंगकर बेचा जा रहा है। ये सरासर क्रूरता है। प्रशासन क्या कर रहा है? @DelhiCM,animal_related_issues,animal_cruelty_complaints,Hindi,No
Sarita Vihar illegal nursing homes are a threat to public safety. No emergency oxygen or fire extinguishers.,public_health_risks,illegal_nursing_homes,English,No
Great job! Narela me pigs ko morning walk ka special zone mil gaya hai.,animal_related_issues,stray_pig_nuisance,English,Yes
Karol Bagh market mein guthno tak pani hai. Sari dukaane band hain aur traffic move hi nahi kar raha.,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hinglish,No
Gautam Nagar ke pass green belt mein kachre ka dher laga hai. Horticulture dept so raha hai kya?,green_and_urban_ecology,green_belt_neglect,Hinglish,No
Pitampura main road pe dustbin ne toh 'volcano' banne ki thaan li hai. Kachra bahar nikal ke beh raha hai. @MCD_Delhi,sanitation_and_waste,overflowing_dhalaos_dustbins,Hinglish,Yes
I hope @MCD_Delhi is charging us extra for the 'Waterfront View' from our houses in Alaknanda. Such luxury!,infrastructure_failures,water_stagnation_on_streets,English,Yes
Severe monkey menace near Chanakyapuri metro station. They are attacking commuters for food. Urgent action needed.,animal_related_issues,monkey_menace,English,No
"Bhai, ye Tilak Nagar school hai ya jail? Pani hai nahi aur bijli aati-jaati rehti hai. Bacche kya padhenge?",education_and_civic_institutions,water_electricity_issues_in_schools,Hinglish,No
Mayur Vihar Phase 1 mein kachra itna hai ki ab toh Google Maps bhi rasta nahi dikha raha. Dhanyawad MCD!,sanitation_and_waste,garbage_not_collected,Hinglish,Yes
Urgent: Dead animal in Green Park market causing danger to health. Flies and insects are everywhere.,animal_related_issues,dead_animal_removal,English,No
Wow! Rohini me animal protection sirf naam ka reh gaya hai.,animal_related_issues,animal_cruelty_complaints,English,Yes
तिलक नगर में पानी की सप्लाई में कीड़े निकल रहे हैं। प्रशासन जनता की जान से खेल रहा है। @DelhiCM,public_health_risks,water_contamination_municipal,Hindi,No
चांदनी चौक में मीट शॉप के पास गंदा पानी जमा है।,public_health_risks,meat_shop_hygiene_violations,Hindi,No
Rohini Sector 3 me ped girne se auto aur cars phas gaye hain.,green_and_urban_ecology,fallen_trees_blocking_roads,Hinglish,No
द्वारका सेक्टर 23 में बारात घर के शोर पर लीगल नोटिस जारी करने में निगम को क्या समस्या है? @MCD_Delhi,governance,legal_notice_delays,Hindi,No
Gautam Nagar ke pass MCD office mein staff sirf phone pe busy rehta hai. Public ki koi sunwai nahi hai yahan.,governance,departmental_negligence,Hinglish,No
Karol Bagh parking area me strong urine smell aa rahi hai.,public_health_risks,public_urination_hotspots,Hinglish,No
Karol Bagh me contractor se illegal payment demand hua. Citizens disturb ho rahe hain.,governance,corruption_in_tenders_contracts,Hinglish,No
"Saket ke school mein water aur electricity issues hain, please rectify @MCD_Delhi.",education_and_civic_institutions,water_electricity_issues_in_schools,Hinglish,No
Rohini me court order ke baad bhi garbage removal nahi hua. Citizens upset.,governance,court_order_non_compliance,Hinglish,No
"Preet Vihar ka footpath hawkers se bhar gaya hai, pedestrian ko alternate route dhundhna pad raha hai.",municipal_traffic_obstruction,hawker_encroachment_on_footpaths,Hinglish,No
Siri Fort area ke toilets mein pani ki ek boond nahi hai. Log pareshaan ho rahe hain.,public_health_risks,public_toilet_sanitation_choking,Hinglish,No
Massive leakage in main water line at CR Park resulting in contamination. Whole block is suffering.,public_health_risks,water_contamination_municipal,English,No
Govindpuri area me meat shop dirty utensils use karta hai.,public_health_risks,meat_shop_hygiene_violations,Hinglish,No
"निगम के अधिकारियों का जादू—कागज़ पर 2 मंजिल, ज़मीन पर 4! ओखला में कमाल का विकास हो रहा है।",illegal_construction_and_encroachment,illegal_construction_extra_floors_balconies,Hindi,Yes
Serious safety hazard in Civil Lines. A massive dead Peepal tree is standing right next to the school gate.,green_and_urban_ecology,dead_trees_risk,English,No
"Pitampura ka municipal hall ka rent bahut zyada hai, events cancel ho gaye.",community_and_public_spaces,overcharging_for_municipal_halls,Hinglish,No
Burari ki main road pe nala collapse hone se 2 km lamba jam lag gaya hai. Koi officer nahi aaya ab tak.,municipal_traffic_obstruction,drain_collapse_blocking_vehicles,Hinglish,No
Bravo MCD! Vasant Kunj ke residential streets ab full Master Plan violation aur chaotic zone ban गए. #DelhiStyle,illegal_construction_and_encroachment,master_plan_violations,English,Yes
Sarita Vihar metro station ke bahar pani ki wajah se auto milna mushkil hai. Pura rasta block hai.,municipal_traffic_obstruction,waterlogging_stopping_traffic,Hinglish,No
Preet Vihar mein residential roads pe commercial showroom khul gaye hain. Master plan toh sirf paper pe reh gaya hai.,illegal_construction_and_encroachment,master_plan_violations,Hinglish,No
"Rohini Sector 12 ki road par construction debris hai, traffic bahut slow ho गया hai. Please action lein @MCD_Delhi.",municipal_traffic_obstruction,construction_debris_blocking_road,Hinglish,No
Rajouri Garden ki road pe itna bada hole ho gaya hai sewer collapse se ki poori car andar ja sakti hai.,infrastructure_failures,sewer_line_collapse_surface_impact,Hinglish,No
"@MCD_Delhi, thanks for the 'Leaning Tower of Pisa' in Rohini Sector 7! Is this a new tourist attraction or just a neglected electric pole?",electrical_infrastructure,electric_pole_leaning_damaged,English,Yes
Rohini me bricks aur sand piles road ke side pad gaye hain. Pedestrians pareshan.,illegal_construction_and_encroachment,building_material_dumping_on_public_land,Hinglish,No
Janakpuri Block B mein nali ke naam pe 5 baar fund nikal chuka hai par nali aaj bhi block hai. Paisa kahan gaya? @DelhiCM,governance,fund_misuse_allegations,Hinglish,No
"लक्ष्मी नगर में फुटपाथ की हालत बहुत खस्ता है, कंक्रीट उखड़ चुका है और लोहे की छड़ें बाहर निकली हुई हैं।",infrastructure_failures,broken_footpaths,Hindi,No
Model Town ki road pe pani khada hone se potholes badh rahe hain. Maintenance team kahan hai?,infrastructure_failures,water_stagnation_on_streets,Hinglish,No
Saket market ki decorative lights gir gayi hain aur ab bilkul khatam. Please repair @DelhiCMO.,electrical_infrastructure,decorative_light_theft_damage,Hinglish,No
Uprooted tree near Palam railway station is a death trap for bikers at night. No streetlights there either.,green_and_urban_ecology,fallen_trees_blocking_roads,English,No
"Wah Rohini mein electric pole leaning hai, adventure ka maza hi alag!",electrical_infrastructure,electric_pole_leaning_damaged,Hinglish,Yes
Lajpat Nagar ke office me departmental negligence ke wajah se service delay ho raha hai. Residents upset.,governance,departmental_negligence,Hinglish,No
Dwarka Sector 14 mein damaged barricade ko landmark bana do!,infrastructure_failures,barricade_damage,Hinglish,Yes
Rohini me administrative lapses ke wajah se complaint process abhi tak complete nahi hua. Citizens complain.,governance,administrative_lapses,Hinglish,No
Rohini Sector 3 me cows ke kaaran car brake lagate lagate bach gayi.,animal_related_issues,cattle_on_road,Hinglish,No
Mangolpuri S-block mein garbage collection vehicle irregular hai. Mausam kharab hone se bimari ka darr hai.,sanitation_and_waste,garbage_not_collected,Hinglish,No
Rohini me failed water project inquiry delay ke wajah se citizens pareshan hain.,governance,inquiry_into_failed_projects,Hinglish,No
सुभाष नगर पार्क में घास की कटाई काफी समय से नहीं हुई है।,green_and_urban_ecology,park_maintenance_issues,Hindi,No
शाहदरा के निगम स्कूल में शिक्षक क्लास में सोने के लिए आते हैं या आते ही नहीं। भविष्य अंधकार में है।,education_and_civic_institutions,teacher_absenteeism,Hindi,No
Shahdara main road pe mitti bohot hai. Breathing issues ho rahe hain senior citizens ko. @MCD_Delhi,sanitation_and_waste,manual_sweeping_not_done,Hinglish,No
Moti Nagar main road is under water. No traffic movement towards Punjabi Bagh. Please avoid.,municipal_traffic_obstruction,waterlogging_stopping_traffic,English,No
"Azadpur Mandi entry road sewer collapse, vehicles cautious.",infrastructure_failures,sewer_line_collapse_surface_impact,English,No
जनकपुरी डिस्ट्रिक्ट सेंटर के पास अवैध डेयरी चल रही है।,animal_related_issues,illegal_dairies,Hindi,No
